,,,,Overall,,,,,,,PP,,SH,,Defense,
Nate Prosser,PHI,D,39,2,5,7,0,12,20,0,0,1,0,0,30,64
Dalton Prout,SJ,D,29,0,6,6,-1,44,13,0,0,0,0,0,44,24
Ivan Provorov,PHI,D,82,6,24,30,-7,34,161,1,0,5,0,0,111,166
Matt Puempel,DET,LW,40,6,3,9,-11,11,44,1,3,0,0,0,28,12
Jesse Puljujarvi,FA,RW,28,1,7,8,5,10,41,0,1,0,0,0,11,10
Teemu Pulkkinen,FA,RW,13,2,0,2,-2,6,10,0,0,0,0,0,4,3
Ryan Pulock,NYI,D,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Teddy Purcell,FA,RW,12,0,2,2,0,0,10,0,0,0,0,0,7,2
Tom Pyatt,FA,C,82,9,14,23,9,16,95,1,0,0,0,2,46,89
Mark Pysyk,FLA,D,82,4,13,17,0,10,86,0,0,0,0,0,72,99
John Quenneville,CHI,C,12,1,3,4,1,2,21,0,1,1,0,0,15,7
Kyle Quincey,FA,D,73,6,9,15,4,51,79,0,0,0,0,0,97,97
Alan Quine,CGY,C,61,5,13,18,-2,8,82,1,2,1,0,0,77,29
Alexander Radulov,DAL,RW,76,18,36,54,10,62,147,2,6,10,0,0,76,41
Michael Raffl,PHI,LW,52,8,3,11,-7,20,63,3,0,0,0,0,91,22
Rickard Rakell,ANH,C,71,33,18,51,10,12,177,10,5,7,0,0,81,32
Mikko Rantanen,COL,RW,75,20,18,38,-25,22,133,2,4,6,0,0,29,33
Victor Rask,MIN,C,82,16,29,45,-10,16,186,3,4,6,0,1,43,33
Dennis Rasmussen,FA,RW,68,4,4,8,-4,12,77,0,0,0,0,0,61,49
Ty Rattie,FA,RW,9,0,2,2,-2,0,10,0,0,0,0,0,10,4
Kyle Rau,MIN,C,24,2,1,3,-3,4,21,0,0,0,0,0,24,3
Mason Raymond,FA,LW,4,0,0,0,-2,0,3,0,0,0,0,0,3,0
Matt Read,TOR,RW,63,10,9,19,3,8,92,2,2,0,1,0,95,32
Ryan Reaves,VGK,RW,80,7,6,13,4,104,58,1,0,0,0,0,239,26
Zach Redmond,BUF,D,16,0,5,5,6,2,12,0,0,0,0,0,25,13
Mike Reilly,MON,D,17,1,0,1,1,2,19,0,0,0,0,0,2,8
Sam Reinhart,BUF,C,79,17,30,47,-11,8,178,3,9,8,0,0,21,40
Borna Rendulic,FA,RW,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Dan Renouf,COL,D,1,0,0,0,0,0,1,0,0,0,0,0,3,0
Mike Ribeiro,FA,C,46,4,21,25,-5,14,38,0,2,5,0,0,33,6
Tanner Richard,FA,C,3,0,0,0,-2,2,1,0,0,0,0,0,6,2
Brad Richardson,ARI,C,16,5,4,9,-1,15,25,0,0,0,2,1,19,7
Tobias Rieder,CGY,RW,80,16,18,34,-8,6,155,1,2,4,1,1,24,38
Morgan Rielly,TOR,D,76,6,21,27,-20,21,171,1,1,4,0,0,46,120
James van Riemsdyk,PHI,LW,82,29,33,62,-2,37,238,5,6,13,0,0,62,29
Trevor van Riemsdyk,CAR,D,58,5,11,16,17,29,73,2,0,0,0,0,22,100
Rasmus Ristolainen,BUF,D,79,6,39,45,-9,58,186,2,1,24,0,1,195,161
Brett Ritchie,BOS,RW,78,16,8,24,11,38,167,2,1,1,0,0,153,23
Nick Ritchie,ANH,LW,77,14,14,28,4,62,149,3,1,1,0,0,247,24
Buddy Robinson,CGY,RW,4,0,0,0,0,2,4,0,0,0,0,0,9,0
Anton Rodin,FA,RW,3,0,1,1,1,0,2,0,0,0,0,0,0,1
Evan Rodrigues,BUF,C,30,4,2,6,-7,4,51,0,1,0,0,0,12,12
Kevin Rooney,NJ,C,4,0,0,0,-3,4,2,0,0,0,0,0,4,1
Jacob De La Rose,DET,C,9,0,0,0,-3,4,4,0,0,0,0,0,23,5
Jack Roslovic,WPG,RW,1,0,0,0,-1,0,1,0,0,0,0,0,0,1
Antoine Roussel,VAN,LW,60,12,15,27,1,115,82,3,0,3,0,0,69,45
Carter Rowney,ANH,C,27,3,4,7,2,4,24,1,0,0,0,0,64,15
Michal Rozsival,FA,D,22,1,2,3,-3,14,16,1,0,0,0,0,47,25
Chad Ruhwedel,PIT,D,34,2,8,10,9,8,45,0,0,3,0,0,36,26
Kris Russell,EDM,D,68,1,12,13,5,23,68,1,0,1,0,0,67,213
Robbie Russo,ARI,D,19,0,0,0,2,2,18,0,0,0,0,0,24,13
Bryan Rust,PIT,RW,57,15,13,28,4,8,110,1,0,0,0,1,101,29
Bobby Ryan,OTT,RW,62,13,12,25,-3,24,111,0,2,3,0,0,109,36
Derek Ryan,CGY,C,67,11,18,29,-8,22,73,3,4,4,1,0,33,37
Brandon Saad,CHI,LW,82,24,29,53,23,8,210,4,1,2,0,0,24,26
Miikka Salomaki,NSH,RW,5,0,0,0,-1,2,3,0,0,0,0,0,14,9
Zachary Sanford,STL,LW,39,4,4,8,2,10,36,2,0,0,0,0,22,20
Steve Santini,NSH,D,38,2,5,7,-6,14,46,0,0,0,0,0,83,35
David Savard,CLS,D,74,6,17,23,33,44,135,0,0,0,0,2,127,126
Luca Sbisa,NYI,D,82,2,11,13,-1,40,75,1,0,0,0,0,130,122
Marco Scandella,BUF,D,71,4,9,13,-2,25,88,0,0,0,0,0,50,85
Colton Sceviour,FLA,RW,80,9,15,24,-16,25,172,1,1,2,3,1,108,64
Tim Schaller,VAN,C,59,7,7,14,-6,23,89,2,0,0,0,0,73,38
Mark Scheifele,WPG,C,79,32,50,82,18,38,160,5,7,8,0,2,49,34
Brayden Schenn,STL,LW,79,25,30,55,-13,38,178,7,17,11,0,0,189,42
Luke Schenn,TB,D,78,1,7,8,-9,85,94,0,0,0,0,0,286,134
Nikita Scherbak,FA,RW,3,1,0,1,1,0,3,0,1,0,0,0,0,1
David Schlemko,FA,D,62,2,16,18,4,14,118,1,1,2,0,0,35,112
Jordan Schmaltz,TOR,D,9,0,2,2,0,4,5,0,0,1,0,0,4,10
Nick Schmaltz,ARI,RW,61,6,22,28,10,6,66,0,0,2,0,0,20,27
Nate Schmidt,VGK,D,60,3,14,17,22,16,60,0,0,0,0,1,51,37
Cole Schneider,NSH,LW,4,0,1,1,2,0,6,0,0,0,0,0,3,2
Jordan Schroeder,FA,C,37,6,7,13,5,0,37,0,0,0,0,0,29,15
Justin Schultz,PIT,D,78,12,39,51,27,34,154,1,3,17,0,0,67,116
Nick Schultz,FA,D,28,0,4,4,1,10,25,0,0,0,0,0,45,61
Jaden Schwartz,STL,LW,78,19,36,55,14,18,179,4,3,6,0,0,71,43
Brent Seabrook,CHI,D,79,3,36,39,5,26,131,0,2,12,0,0,111,147
Daniel Sedin,FA,LW,82,15,29,44,-16,32,216,3,6,8,0,0,20,18
Henrik Sedin,FA,C,82,15,35,50,-27,28,99,4,1,14,0,0,15,11
Lukas Sedlak,FA,C,62,7,6,13,10,25,57,0,0,0,1,0,66,28
Tyler Seguin,DAL,C,82,26,46,72,-15,22,301,4,11,18,0,0,60,26
Dennis Seidenberg,FA,D,73,5,17,22,25,32,89,0,0,0,0,0,154,146
Andrej Sekera,DAL,D,80,8,27,35,14,18,128,1,1,10,1,0,55,166
Mikhail Sergachev,TB,D,4,0,0,0,1,0,2,0,0,0,0,0,10,3
Tom Sestito,FA,LW,13,0,2,2,0,48,3,0,0,0,0,0,19,2
Devin Setoguchi,FA,RW,45,4,8,12,-5,14,60,0,0,1,0,0,53,10
Damon Severson,NJ,D,80,3,28,31,-31,58,125,1,0,13,0,0,79,73
Michael Sgarbossa,FA,LW,38,2,7,9,-5,9,33,0,1,1,0,0,39,16
Patrick Sharp,FA,LW,48,8,10,18,-22,31,146,0,1,0,1,0,24,24
Kevin Shattenkirk,TB,D,80,13,43,56,-7,47,161,2,8,19,0,0,88,95
Andrew Shaw,CHI,C,68,12,17,29,4,110,127,1,1,6,0,0,147,38
Logan Shaw,WPG,RW,55,3,7,10,3,10,59,1,0,0,1,1,62,18
Riley Sheahan,EDM,C,80,2,11,13,-29,14,109,0,1,2,0,0,81,38
Conor Sheary,BUF,LW,61,23,30,53,24,22,154,6,2,3,0,0,29,23
Hunter Shinkaruk,CAR,C,7,0,1,1,-3,2,5,0,0,0,0,0,3,3
Devin Shore,ANH,C,82,13,20,33,-4,14,115,0,1,5,0,0,44,71
Drew Shore,FA,C,14,0,2,2,-3,4,11,0,0,0,0,0,22,3
Nick Shore,TOR,C,70,6,11,17,-2,20,79,1,0,0,1,0,58,22
Duncan Siemens,FA,D,3,0,0,0,-2,2,2,0,0,0,0,0,10,1
Jakob Silfverberg,ANH,RW,79,23,26,49,10,20,227,5,5,4,1,0,47,46
Wayne Simmonds,NJ,RW,82,31,23,54,-18,122,224,4,16,9,2,0,162,60
Dominik Simon,PIT,C,2,0,1,1,-1,0,2,0,0,0,0,0,2,0
Dillon Simpson,CLS,D,3,0,0,0,0,2,2,0,0,0,0,0,3,2
Colton Sissons,NSH,RW,58,8,2,10,11,12,42,1,0,0,1,0,104,24
Jack Skille,FA,RW,55,5,4,9,0,12,73,0,0,0,0,0,74,24
Jeff Skinner,BUF,LW,79,37,26,63,-3,28,281,4,7,8,0,0,33,28
Brady Skjei,NYR,D,80,5,34,39,11,42,127,0,0,7,0,0,147,69
Jaccob Slavin,CAR,D,82,5,29,34,23,12,99,0,0,4,1,3,35,161
Anton Slepyshev,EDM,LW,41,4,6,10,5,4,55,0,0,0,0,0,64,15
Ben Smith,FA,RW,40,2,2,4,-7,4,30,0,0,0,0,0,29,41
Brendan Smith,NYR,D,51,3,6,9,1,63,62,1,1,2,0,0,59,65
C.J. Smith,BUF,LW,2,0,1,1,-1,0,2,0,0,0,0,0,0,0
Craig Smith,NSH,RW,78,12,17,29,7,30,155,1,2,1,0,0,93,16
Gemel Smith,TB,C,17,3,3,6,-1,21,19,0,0,0,1,0,6,6
Reilly Smith,VGK,RW,80,15,22,37,-13,17,160,3,6,5,1,0,75,34
Trevor Smith,STL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Zack Smith,CHI,C,74,16,16,32,6,61,137,1,1,0,4,0,140,38
Devante Smith-Pelly,CGY,RW,53,4,5,9,-19,12,76,0,0,2,0,0,94,32
Vladimir Sobotka,BUF,C,1,1,0,1,0,0,2,0,0,0,0,0,0,0
Carl Soderberg,ARI,C,80,6,8,14,-26,22,128,0,1,1,0,0,34,42
Marcus Sorensen,SJ,RW,19,1,3,4,-1,4,27,1,0,0,0,0,15,6
Nick Sorensen,FA,RW,5,0,1,1,-1,2,7,0,0,0,0,0,2,3
Nikita Soshnikov,FA,LW,56,5,4,9,1,16,70,0,0,1,0,0,101,28
Blake Speers,NJ,RW,3,0,0,0,0,0,3,0,0,0,0,0,1,1
Jason Spezza,TOR,C,68,15,35,50,-18,29,149,4,2,17,1,0,13,31
Ryan Spooner,FA,C,78,11,28,39,-8,14,145,3,3,15,0,1,24,17
Ryan Sproul,FA,D,27,1,6,7,-8,6,46,0,1,2,0,0,12,14
Jared Spurgeon,MIN,D,76,10,28,38,33,20,144,2,1,4,0,1,49,140
Eric Staal,MIN,C,82,28,37,65,17,34,211,8,4,12,1,1,42,39
Jordan Staal,CAR,C,75,16,29,45,-1,38,164,3,4,4,1,0,139,29
Marc Staal,NYR,D,72,3,7,10,9,34,70,0,0,0,0,1,89,97
Drew Stafford,MIN,RW,58,8,13,21,6,24,109,3,3,1,0,0,62,3
Matt Stajan,FA,C,81,6,17,23,3,40,59,3,0,0,0,2,60,39
Viktor Stalberg,FA,LW,75,11,5,16,-9,41,101,2,1,1,2,0,141,28
Steven Stamkos,TB,C,17,9,11,20,3,14,58,1,3,4,0,0,21,3
Paul Stastny,VGK,C,66,18,22,40,4,36,112,5,5,8,0,0,51,35
Troy Stecher,VAN,D,71,3,21,24,-16,25,125,0,1,7,0,0,51,66
Alexander Steen,STL,LW,76,16,35,51,-2,53,117,2,3,13,0,0,33,69
Lee Stempniak,FA,RW,82,16,24,40,2,32,131,2,2,4,0,0,113,16
Derek Stepan,ARI,C,81,17,38,55,19,16,209,2,4,14,1,0,26,45
Chandler Stephenson,WAS,RW,4,0,0,0,0,0,3,0,0,0,0,0,0,0
Chris Stewart,PHI,RW,79,13,8,21,3,94,82,0,0,2,0,0,85,19
Karl Stollery,FA,D,11,0,3,3,-5,13,11,0,0,3,0,0,26,16
Mark Stone,VGK,RW,71,22,32,54,12,25,134,5,6,8,0,0,43,53
Michael Stone,CGY,D,64,3,12,15,0,32,81,0,1,4,0,0,125,143
Clayton Stoner,FA,D,14,1,2,3,0,28,16,0,0,0,0,0,35,17
Brian Strait,NJ,D,5,0,2,2,-1,0,3,0,0,0,0,0,5,8
Anton Stralman,FLA,D,73,5,17,22,1,20,130,0,1,6,0,0,106,96
Ben Street,NJ,C,6,0,1,1,1,0,8,0,0,0,0,0,3,0
Mark Streit,FA,D,68,6,21,27,-12,28,114,2,1,12,0,0,38,92
Dylan Strome,CHI,C,7,0,1,1,-5,0,6,0,0,0,0,0,3,2
Ryan Strome,NYR,C,69,13,17,30,-8,40,114,2,2,6,0,0,59,21
Mark Stuart,FA,D,42,2,2,4,4,27,24,1,0,0,0,0,68,79
P.K. Subban,NJ,D,66,10,30,40,-8,44,142,2,3,13,0,1,78,104
Oskar Sundqvist,STL,C,10,0,0,0,-4,2,9,0,0,0,0,0,13,2
Andrej Sustr,FA,D,80,3,11,14,-10,43,93,1,0,0,0,0,45,102
Ryan Suter,MIN,D,82,9,31,40,34,36,164,1,4,8,1,1,72,105
Brandon Sutter,VAN,C,81,17,17,34,-20,12,160,1,4,4,0,0,78,53
Evgeny Svechnikov,DET,LW,2,0,0,0,0,0,4,0,0,0,0,0,2,1
Brandon Tanev,PIT,LW,51,2,2,4,-6,26,54,1,0,0,0,0,128,31
Chris Tanev,VAN,D,53,2,8,10,3,14,39,1,0,0,0,0,19,91
Vladimir Tarasenko,STL,RW,82,39,36,75,-1,12,286,8,9,13,0,0,50,31
Tomas Tatar,MON,LW,82,25,21,46,-8,26,166,5,5,3,0,0,92,24
John Tavares,TOR,C,77,28,38,66,4,38,260,3,7,11,1,1,42,20
Matt Tennyson,NJ,D,45,0,6,6,-13,6,36,0,0,0,0,0,65,48
Teuvo Teravainen,CAR,C,81,15,27,42,-6,16,169,2,5,10,0,0,27,33
Chris Terry,DET,LW,14,2,2,4,-1,4,15,0,0,0,0,0,10,1
Shea Theodore,VGK,D,34,2,7,9,-6,28,60,1,1,1,0,1,14,30
Nate Thompson,MON,C,30,1,1,2,4,14,19,0,0,0,0,0,69,9
Paul Thompson,FLA,LW,21,0,3,3,-4,22,19,0,0,0,0,0,48,16
Ben Thomson,FA,LW,3,0,0,0,-4,4,7,0,0,0,0,0,7,1
Chris Thorburn,FA,RW,64,3,1,4,-7,95,36,0,0,0,1,0,90,25
Joe Thornton,SJ,C,79,7,43,50,7,51,81,0,1,18,0,0,52,31
Shawn Thornton,FA,LW,50,2,2,4,-7,67,42,0,0,0,0,0,52,8
Chris Tierney,OTT,C,80,11,12,23,0,6,90,2,1,0,1,1,50,44
Matthew Tkachuk,CGY,LW,76,13,35,48,14,105,142,2,3,10,0,0,65,22
Jonathan Toews,CHI,C,72,21,37,58,7,35,199,5,6,11,0,0,43,32
Tyler Toffoli,LA,RW,63,16,18,34,6,22,165,2,4,3,0,1,54,4
Sergey Tolchinsky,FA,LW,2,0,1,1,0,0,2,0,0,0,0,0,0,0
Jordin Tootoo,FA,RW,50,2,1,3,-6,28,43,0,0,0,0,0,52,8
Vincent Trocheck,FLA,C,82,23,31,54,-13,43,230,2,2,10,0,1,164,51
Corey Tropp,ANH,RW,1,0,0,0,-1,0,0,0,0,0,0,0,2,0
Jacob Trouba,NYR,D,60,8,25,33,4,54,154,1,2,2,0,1,107,118
Nikita Tryamkin,FA,D,66,2,7,9,-7,64,65,0,0,0,0,0,145,87
Alex Tuch,VGK,RW,6,0,0,0,-3,0,8,0,0,0,0,0,5,7
Kyle Turris,NSH,C,78,27,28,55,-3,47,185,6,6,11,0,0,21,61
T.J. Tynan,COL,C,3,0,0,0,-1,0,3,0,0,0,0,0,1,1
Fedor Tyutin,FA,D,69,1,12,13,-25,38,46,0,0,0,0,0,116,90
Scottie Upshall,DAL,LW,73,10,8,18,-1,45,85,1,0,0,2,0,99,21
Chris VandeVelde,FA,C,81,6,9,15,-5,16,69,0,0,0,0,0,114,60
Thomas Vanek,FA,LW,68,17,31,48,-5,22,133,2,5,8,0,0,29,5
Philip Varone,MON,C,7,0,0,0,-3,2,1,0,0,0,0,0,3,1
Sami Vatanen,NJ,D,71,3,21,24,3,30,117,0,2,12,0,0,75,128
Frank Vatrano,FLA,LW,44,10,8,18,-3,14,116,1,4,1,0,0,51,16
Mike Vecchione,STL,C,2,0,0,0,-1,0,1,0,0,0,0,0,1,1
Antoine Vermette,FA,C,72,9,19,28,-7,42,88,1,5,6,0,0,51,45
Joel Vermin,FA,RW,18,0,3,3,2,4,12,0,0,0,0,0,17,7
Kris Versteeg,CHI,LW,69,15,22,37,-3,46,136,1,8,8,0,0,5,28
Jimmy Vesey,BUF,LW,80,16,11,27,-13,26,116,6,5,3,0,0,64,37
Linden Vey,FA,C,4,0,0,0,-2,0,1,0,0,0,0,0,1,0
Jake Virtanen,VAN,LW,10,0,1,1,1,2,13,0,0,0,0,0,17,4
Marc-Edouard Vlasic,SJ,D,75,6,22,28,4,35,144,2,1,6,0,1,18,146
Jakub Voracek,PHI,LW,82,20,41,61,-24,56,253,3,5,18,0,0,30,22
Jakub Vrana,WAS,RW,21,3,3,6,2,2,32,2,3,1,0,0,6,7
Radim Vrbata,FA,RW,81,20,35,55,-18,16,233,4,4,11,0,0,48,31
Chris Wagner,BOS,RW,43,6,1,7,2,6,40,0,0,0,0,0,112,24
Lucas Wallmark,CAR,C,8,0,2,2,1,2,11,0,0,0,0,0,14,3
Joel Ward,FA,RW,78,10,19,29,-2,30,105,2,1,2,2,0,61,56
David Warsofsky,FA,D,7,0,1,1,-3,6,14,0,0,0,0,0,3,12
Austin Watson,NSH,LW,77,5,12,17,14,99,90,0,0,0,0,1,143,66
Jordan Weal,MON,C,23,8,4,12,5,10,49,1,1,0,0,0,7,8
Shea Weber,MON,D,78,17,25,42,20,38,183,4,12,10,0,2,140,157
Yannick Weber,NSH,D,73,1,7,8,1,25,72,1,0,0,0,0,72,53
MacKenzie Weegar,FLA,D,3,0,0,0,0,4,3,0,0,0,0,0,4,1
Dale Weise,MON,RW,64,8,7,15,1,39,94,2,1,1,0,0,135,24
Alexander Wennberg,CLS,C,80,13,46,59,9,21,109,5,2,21,0,0,58,56
Zach Werenski,CLS,D,78,11,36,47,17,14,188,1,4,17,0,0,41,90
Blake Wheeler,WPG,RW,82,26,48,74,6,47,259,4,5,16,2,1,100,51
Colin White,OTT,C,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Ryan White,FA,RW,65,9,7,16,-16,84,60,1,0,0,0,0,187,33
Chris Wideman,ANH,D,76,5,12,17,7,46,123,1,1,4,0,0,68,68
Dennis Wideman,FA,D,57,5,13,18,-6,32,87,1,2,3,0,0,61,74
Patrick Wiercioch,FA,D,57,4,8,12,-18,23,63,0,0,0,0,0,52,57
Justin Williams,FA,RW,80,24,24,48,14,50,167,4,5,5,0,0,28,41
Colin Wilson,COL,LW,70,12,23,35,7,18,113,0,6,1,0,0,50,23
Scott Wilson,BUF,LW,78,8,18,26,0,32,127,1,0,0,0,0,167,31
Tom Wilson,WAS,RW,82,7,12,19,9,133,95,0,0,0,0,0,239,44
Tommy Wingels,FA,RW,73,7,5,12,-11,27,81,2,0,0,0,0,126,47
Daniel Winnik,FA,LW,72,12,13,25,15,49,82,3,0,0,2,0,25,34
Luke Witkowski,TB,D,34,0,4,4,-1,39,24,0,0,0,0,0,81,21
Miles Wood,NJ,LW,60,8,9,17,-21,86,105,0,2,2,0,0,68,26
Tyler Wotherspoon,STL,D,4,0,0,0,-2,0,4,0,0,0,0,0,3,2
Nail Yakupov,FA,RW,40,3,6,9,-3,14,35,0,0,0,0,0,32,8
Keith Yandle,FLA,D,82,5,36,41,-6,39,178,0,2,16,0,1,28,76
Pavel Zacha,NJ,C,70,8,16,24,-17,19,83,2,5,8,0,0,54,24
Nikita Zadorov,COL,D,56,0,10,10,-20,73,61,0,0,2,0,0,153,69
Nikita Zaitsev,OTT,D,82,4,32,36,-22,38,106,0,1,11,0,1,176,136
Travis Zajac,NJ,C,80,14,31,45,-8,33,126,1,6,6,1,1,81,26
Mike Zalewski,FA,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Henrik Zetterberg,DET,LW,82,17,51,68,15,22,195,0,2,11,0,0,58,30
Mika Zibanejad,NYR,C,56,14,23,37,9,16,119,2,4,7,0,0,23,27
Harry Zolnierczyk,NYR,LW,24,2,2,4,-2,10,19,0,0,0,0,0,25,11
Michael Del Zotto,ANH,D,51,6,12,18,-5,28,92,0,0,1,0,1,173,85
Mats Zuccarello,MIN,RW,80,15,44,59,15,26,189,3,5,9,0,0,85,52
Jason Zucker,MIN,LW,79,22,25,47,34,30,172,3,1,0,0,0,73,42
Valentin Zykov,VGK,RW,2,1,0,1,1,0,3,0,0,0,0,0,0,0
